Country,ISO3,Year,Imports_USD,Exports_USD,Net_Balance_USD,GDP_USD,Trade_Pct_GDP
"Mauritius",MUS,2022,10431237060,8671207275,-1760029785,12936444123,147.7
"Mauritius",MUS,2023,11015762508,9715616542,-1300145966,14072212290,147.3
"Mauritius",MUS,2024,11697830481,10025062117,-1672768364,14938055690,145.4
"Mauritius",MUS,2025,12103211066,10508453742,-1594757324,16157804492,139.9
"Mexico",MEX,2019,507718819550,502467566320,-5251253230,1304106204006,77.5
"Mexico",MEX,2020,421735413259,439853932828,18118519569,1121064767169,76.9
"Mexico",MEX,2021,559543398298,534121610565,-25421787733,1316569466834,83.1
"Mexico",MEX,2022,672827146644,629788673074,-43038473570,1466934724243,88.8
"Mexico",MEX,2023,674539332149,648642274777,-25897057372,1794410347718,73.7
"Mexico",MEX,2024,698190455616,682472609894,-15717845722,1830489311089,75.4
"Mexico",MEX,2025,738162519127,726556896247,-11605622880,1832641364776,79.9
"Micronesia",FSM,2019,281000000,140000000,-141000000,395000000,106.6
"Micronesia",FSM,2020,265000000,85000000,-180000000,372902700,93.9
"Micronesia",FSM,2021,277000000,77000000,-200000000,391601900,90.4
"Micronesia",FSM,2022,315000000,120000000,-195000000,415232900,104.8
"Micronesia",FSM,2023,324000000,98000000,-226000000,442975600,95.3
"Micronesia",FSM,2024,356000000,108000000,-248000000,481121300,96.4
"Micronesia",FSM,2025,356000000,111000000,-245000000,501797600,93.1
"Moldova",MDA,2019,6624383484,3660834341,-2963549143,11736797055,87.6
"Moldova",MDA,2020,5921197991,3218731278,-2702466713,11530746234,79.3
"Moldova",MDA,2021,7916926177,4196391945,-3720534232,13691869264,88.5
"Moldova",MDA,2022,10297187836,5988282385,-4308905451,14525337524,112.1
"Moldova",MDA,2023,9840310840,5867982593,-3972328247,16711906746,94
"Moldova",MDA,2024,10437006430,5747499410,-4689507020,18206842141,88.9
"Moldova",MDA,2025,12397142178,6462088524,-5935053654,20351796275,92.7
"Monaco",MCO,2019,0,0,0,7383494129,0
"Monaco",MCO,2020,0,0,0,6730733231,0
"Monaco",MCO,2021,0,0,0,8623241327,0
"Monaco",MCO,2022,0,0,0,8800432774,0
"Monaco",MCO,2023,0,0,0,10003897341,0
"Monaco",MCO,2024,0,0,0,11125788838,0
"Monaco",MCO,2025,0,0,0,0,0
"Mongolia",MNG,2019,9259602726,8412612746,-846989980,14206359018,124.4
"Mongolia",MNG,2020,7345876552,7676311652,330435100,13312981429,112.8
"Mongolia",MNG,2021,9255820395,8950037976,-305782419,15286441738,119.1
"Mongolia",MNG,2022,12219703773,11155726173,-1063977600,17146471714,136.3
"Mongolia",MNG,2023,13537979922,15499351628,1961371706,20325121394,142.9
"Mongolia",MNG,2024,16592364970,16350790018,-241574952,23794540025,138.4
"Mongolia",MNG,2025,15890791059,17268519884,1377728825,25369107325,130.7
"Montenegro",MNE,2019,3602317060,2430552008,-1171765052,5483622632,110
"Montenegro",MNE,2020,2916688797,1242829754,-1673859043,4734192593,87.9
"Montenegro",MNE,2021,3645134080,2510801557,-1134332523,5822908964,105.7
"Montenegro",MNE,2022,4639142171,3214050501,-1425091670,6259721790,125.5
"Montenegro",MNE,2023,5165174604,3762730917,-1402443687,7643318276,116.8
"Montenegro",MNE,2024,5477333867,3619760732,-1857573135,8274290506,109.9
"Montenegro",MNE,2025,6066976622,3698908466,-2368068156,9232801465,105.8
"Morocco",MAR,2019,54024112942,43952860516,-10071252426,128920266409,76
"Morocco",MAR,2020,46174693559,37369771251,-8804922308,121353645057,68.8
"Morocco",MAR,2021,60199361761,47060549921,-13138811840,142022058447,75.5
"Morocco",MAR,2022,73752886131,58681916332,-15070969799,131245312804,100.9
"Morocco",MAR,2023,74040709936,61945010973,-12095698963,146036093667,93.1
"Morocco",MAR,2024,80608604200,67454245753,-13154358447,160610994055,92.2
"Morocco",MAR,2025,93252409527,76541039368,-16711370159,182374250612,93.1
"Mozambique",MOZ,2019,10618346286,5761757708,-4856588578,15512759047,105.6
"Mozambique",MOZ,2020,9554283407,4667776263,-4886507144,14235420174,99.9
"Mozambique",MOZ,2021,11597098164,6523890986,-5073207178,16168055475,112.1
"Mozambique",MOZ,2022,16136472870,9409084986,-6727387884,18884232599,135.3
"Mozambique",MOZ,2023,12645606812,9543000054,-3102606758,20927498317,106
"Mozambique",MOZ,2024,12015027433,9743034216,-2271993217,22752244245,95.6
"Mozambique",MOZ,2025,12447253484,9243792672,-3203460812,22337997046,97.1
"Myanmar",MMR,2019,0,0,0,75065106228,0
"Myanmar",MMR,2020,0,0,0,79006113643,0
"Myanmar",MMR,2021,0,0,0,66345291160,0
"Myanmar",MMR,2022,0,0,0,62253049892,0
"Myanmar",MMR,2023,0,0,0,66757619000,0
"Myanmar",MMR,2024,0,0,0,74068349524,0
"Myanmar",MMR,2025,0,0,0,81665773810,0
"Namibia",NAM,2019,5832030384,4565372505,-1266657879,12541928303,82.9
"Namibia",NAM,2020,4577193257,3564380964,-1012812293,10583748542,76.9
"Namibia",NAM,2021,6398181204,3963389445,-2434791759,12402486184,83.5
"Namibia",NAM,2022,7391349289,5085407033,-2305942256,12569449123,99.3
"Namibia",NAM,2023,8331268684,5420105285,-2911163399,12522012874,109.8
"Namibia",NAM,2024,9130867417,5601781052,-3529086365,13641190683,108
"Namibia",NAM,2025,9636901881,6737407579,-2899494302,15080340654,108.6
"Nauru",NRU,2019,119542500,75590488,-43952012,125160116,155.9
"Nauru",NRU,2020,113958362,54342514,-59615848,124685688,135
"Nauru",NRU,2021,140274086,54051777,-86222309,149268324,130.2
"Nauru",NRU,2022,172986947,81992870,-90994077,180671357,141.1
"Nauru",NRU,2023,152108657,65958621,-86150036,161531317,135
"Nauru",NRU,2024,179634202,89817101,-89817101,167833415,160.5
"Nauru",NRU,2025,182512104,108730615,-73781489,176040044,165.4
"Nepal",NPL,2019,14176869011,2659663141,-11517205870,34186180699,49.2
"Nepal",NPL,2020,11405416698,2275260267,-9130156431,33433659301,40.9
"Nepal",NPL,2021,14007303182,1890245951,-12117057231,36924841394,43.1
"Nepal",NPL,2022,17408444736,2760241576,-14648203160,41182939520,49
"Nepal",NPL,2023,14188365495,2875902618,-11312462877,41049329851,41.6
"Nepal",NPL,2024,14122276350,3270900881,-10851375469,43298911700,40.2
"Nepal",NPL,2025,15341170694,4015673777,-11325496917,45489810283,42.6
"Netherlands",NLD,2019,699981663067,792548771333,92567108266,928903005576,160.7
"Netherlands",NLD,2020,662040850865,757626674439,95585823574,932560861701,152.2
"Netherlands",NLD,2021,808831153930,911591180291,102760026361,1054472123450,163.2
"Netherlands",NLD,2022,917438087562,1009321846482,91883758920,1046540797549,184.1
"Netherlands",NLD,2023,880497587437,993383113412,112885525975,1135475867551,165
"Netherlands",NLD,2024,867461920495,1001469281570,134007361075,1213936238063,154
"Netherlands",NLD,2025,925615517034,1075134885756,149519368722,1332767651100,150.1
"New Zealand",NZL,2019,57834143128,58216256279,382113151,213088034258,54.5
"New Zealand",NZL,2020,47267342891,46221986847,-1045356044,213318129989,43.8
"New Zealand",NZL,2021,66218701372,56667845523,-9550855849,253732493988,48.4
"New Zealand",NZL,2022,72824127400,60051357378,-12772770022,249723029451,53.2
"New Zealand",NZL,2023,67259738399,60581540540,-6678197859,256372177758,49.9
"New Zealand",NZL,2024,67872925251,64603559667,-3269365584,261497198364,50.7
"New Zealand",NZL,2025,0,0,0,264057413740,0
"Nicaragua",NIC,2019,6252718089,5689725119,-562992970,12699023614,94
"Nicaragua",NIC,2020,5967676881,5312785104,-654891777,12726422432,88.6
"Nicaragua",NIC,2021,8497441442,6593588346,-1903853096,14209019392,106.2
"Nicaragua",NIC,2022,10249854374,7800991077,-2448863297,15634573556,115.5
"Nicaragua",NIC,2023,10532819128,8166793679,-2366025449,17805842221,105
"Nicaragua",NIC,2024,11455318548,8072799619,-3382518929,19696311850,99.1
"Nicaragua",NIC,2025,12198469836,9249209962,-2949259874,22237167113,96.4
"Niger",NER,2019,3395017257,1485042917,-1909974340,12420836507,39.3
"Niger",NER,2020,3542752920,1416889905,-2125863015,13648332190,36.3
"Niger",NER,2021,4030357744,1652265675,-2378092069,14936154253,38
"Niger",NER,2022,4193666240,1575783108,-2617883132,15531799641,37.1
"Niger",NER,2023,3808017132,1398553093,-2409464039,16949765464,30.7
"Niger",NER,2024,3036634416,1775252490,-1261381926,19729786047,24.4
"Niger",NER,2025,3927452302,3411837458,-515614844,21646191388,33.9
"Nigeria",NGA,2019,0,0,0,668219992687,0
"Nigeria",NGA,2020,0,0,0,598586817817,0
"Nigeria",NGA,2021,0,0,0,609147716965,0
"Nigeria",NGA,2022,0,0,0,646950257575,0
"Nigeria",NGA,2023,0,0,0,487387801878,0
"Nigeria",NGA,2024,0,0,0,252261880140,0
"Nigeria",NGA,2025,0,0,0,290794361542,0
"North Macedonia",MKD,2019,9602017937,7867370858,-1734647079,12606338449,138.6
"North Macedonia",MKD,2020,8710792867,7141154682,-1569638185,12361036914,128.2
"North Macedonia",MKD,2021,11379087216,9162326827,-2216760389,14000283827,146.7
"North Macedonia",MKD,2022,13007595538,10140779609,-2866815929,13932436550,166.1
"North Macedonia",MKD,2023,12747090322,10685882458,-2061207864,15855131189,147.8
"North Macedonia",MKD,2024,12653697182,10455662616,-2198034566,16951682221,136.3
"North Macedonia",MKD,2025,14019083806,11393731930,-2625351876,19101199817,133
"Norway",NOR,2019,140786477273,151434431818,10647954545,424244886364,68.9
"Norway",NOR,2020,122400955837,119822214355,-2578741482,382252517922,63.4
"Norway",NOR,2021,142506169965,217945634459,75439464494,521592200233,69.1
"Norway",NOR,2022,162615237930,330758256046,168143018116,617321834099,79.9
"Norway",NOR,2023,155662322499,233044619754,77382297255,502197633323,77.4
"Norway",NOR,2024,166294967041,232308553703,66013586662,500886328034,79.6
"Norway",NOR,2025,178757867735,240819559118,62061691383,530755719439,79.1
"Oman",OMN,2019,32569570871,43583875163,11014304292,88060858257,86.5
"Oman",OMN,2020,34023407022,35719115735,1695708713,75909492848,91.9
"Oman",OMN,2021,37217165150,46569570871,9352405721,87323797139,95.9
"Oman",OMN,2022,46681404421,69482444733,22801040312,109852795839,105.7
"Oman",OMN,2023,47632509753,65386996099,17754486346,106174707932,106.4
"Oman",OMN,2024,52261638492,70788296489,18526657997,107137198700,114.9
"Oman",OMN,2025,0,0,0,109604780696,0
"Pakistan",PAK,2019,62624564039,30136170670,-32488393369,320909472771,28.9
"Pakistan",PAK,2020,52327295403,27935253909,-24392041494,300425609818,26.7
"Pakistan",PAK,2021,62659182540,31546332473,-31112850067,348516647445,27
"Pakistan",PAK,2022,84315688680,39515650036,-44800038644,374890295667,33
"Pakistan",PAK,2023,60515108026,35331726544,-25183381482,336686348609,28.5
"Pakistan",PAK,2024,63865509443,38607805446,-25257703997,371747087751,27.6
"Pakistan",PAK,2025,70090772303,40670467312,-29420304991,407307214476,27.2
"Palau",PLW,2019,217598200,108052200,-109546000,281954000,115.5
"Palau",PLW,2020,210059900,60400900,-149659000,258985859,104.4
"Palau",PLW,2021,172225006,15530629,-156694377,235935734,79.6
"Palau",PLW,2022,218303802,38204285,-180099517,247470813,103.7
"Palau",PLW,2023,222628693,72190392,-150438301,276157406,106.8
"Palau",PLW,2024,235060547,105126808,-129933739,321501813,105.8
"Palau",PLW,2025,0,0,0,345000000,0
"Palestine",PSE,2019,9161700000,2659300000,-6502400000,17133500000,69
"Palestine",PSE,2020,8065700000,2385300000,-5680400000,15531700000,67.3
"Palestine",PSE,2021,10094400000,3140300000,-6954100000,18109000000,73.1
"Palestine",PSE,2022,12258000000,3533400000,-8724600000,19165500000,82.4
"Palestine",PSE,2023,11027800000,3167200000,-7860600000,18635100000,76.2
"Palestine",PSE,2024,8446600000,3500100000,-4946500000,16016900000,74.6
"Palestine",PSE,2025,9190000000,3644200000,-5545800000,17167100000,74.8
"Panama",PAN,2019,28061255700,28061045300,-210400,69778991200,80.4
"Panama",PAN,2020,18505270200,20695086000,2189815800,57059846500,68.7
"Panama",PAN,2021,25965646100,28041417500,2075771400,67396392500,80.1
"Panama",PAN,2022,34758827500,36730408000,1971580500,76479304500,93.5
"Panama",PAN,2023,35804273200,38242852800,2438579600,83812155200,88.3
"Panama",PAN,2024,34017704900,38380161300,4362456400,86523959100,83.7
"Panama",PAN,2025,0,0,0,90462600000,0
"Papua New Guinea",PNG,2019,0,0,0,24750626030,0
"Papua New Guinea",PNG,2020,0,0,0,23848447850,0
"Papua New Guinea",PNG,2021,0,0,0,26113409478,0
"Papua New Guinea",PNG,2022,0,0,0,31653230962,0
"Papua New Guinea",PNG,2023,0,0,0,30816328066,0
"Papua New Guinea",PNG,2024,0,0,0,30803971189,0
"Papua New Guinea",PNG,2025,0,0,0,32498658654,0
"Paraguay",PRY,2019,13325018619,13686227184,361208565,37925338329,71.2
"Paraguay",PRY,2020,10448804214,11788507798,1339703584,35432178068,62.8
"Paraguay",PRY,2021,13685252890,14163870137,478617247,39937357256,69.7
"Paraguay",PRY,2022,16516240118,14393374838,-2122865280,41841201627,73.9
"Paraguay",PRY,2023,17394262697,18230152446,835889749,43140465596,82.6
"Paraguay",PRY,2024,17618547633,16872593925,-745953708,44738819362,77.1
"Paraguay",PRY,2025,19366371817,18320665710,-1045706107,49278227554,76.5
"Peru",PER,2019,52301323566,54892296037,2590972471,228346006004,46.9
"Peru",PER,2020,42768390082,46347277393,3578887311,201409694756,44.2
"Peru",PER,2021,59278649389,66169160383,6890510994,226406075009,55.4
"Peru",PER,2022,70042848043,70945282635,902434592,246169867863,57.3
"Peru",PER,2023,63620745195,72822828839,9202083644,268025009709,50.9
"Peru",PER,2024,66511219153,84269317213,17758098060,291751523019,51.7
"Peru",PER,2025,73151196614,100355362281,27204165667,334854659182,51.8
"Philippines",PHL,2019,152458687320,106953484846,-45505202474,376823402239,68.8
"Philippines",PHL,2020,119257490806,91171559891,-28085930915,361751145452,58.2
"Philippines",PHL,2021,148699308217,101485514508,-47213793709,394087359848,63.5
"Philippines",PHL,2022,178086451580,114785414694,-63301036886,404353369605,72.4
"Philippines",PHL,2023,178244920795,116417848992,-61827071803,437055627245,67.4
"Philippines",PHL,2024,185253897877,118820216615,-66433681262,461671157905,65.9
"Philippines",PHL,2025,196019381536,129323001566,-66696379970,487086123720,66.8
"Poland",POL,2019,295123034348,317089370015,21966335667,602683770145,101.6
"Poland",POL,2020,283720588327,317704377851,33983789524,605914237904,99.3
"Poland",POL,2021,371023800787,393088751264,22064950477,689170230665,110.9
"Poland",POL,2022,422016820864,433728761283,11711940419,695607470875,123
"Poland",POL,2023,423641820629,470257077151,46615256522,812451193396,110
"Poland",POL,2024,442176791004,478889163360,36712372356,917767106147,100.4
"Poland",POL,2025,487505567678,517233997757,29728430079,1035491784197,97
"Portugal",PRT,2019,103532874929,104818126822,1285251893,240115970063,86.8
"Portugal",PRT,2020,90131397408,85546804978,-4584592430,229618773423,76.5
"Portugal",PRT,2021,113497070631,106387190475,-7109880156,256055879091,85.9
"Portugal",PRT,2022,133285364419,127117787017,-6167577402,256898677175,101.4
"Portugal",PRT,2023,134411585081,137846682522,3435097441,292323800949,93.1
"Portugal",PRT,2024,137513069104,143716598546,6203529442,313656884871,89.7
"Portugal",PRT,2025,148156593238,151336322847,3179729609,346639825142,86.4
"Qatar",QAT,2019,66769780220,92046153846,25276373626,176371267692,90
"Qatar",QAT,2020,59064560440,70933241758,11868681318,144411363352,90
"Qatar",QAT,2021,61204395604,105549450549,44345054945,179732009560,92.8
"Qatar",QAT,2022,74520054945,161692857143,87172802198,235709325714,100.2
"Qatar",QAT,2023,0,0,0,213002809341,0
"Qatar",QAT,2024,0,0,0,216294505495,0
"Qatar",QAT,2025,0,0,0,215559615385,0
"Romania",ROU,2019,111463746999,100870449571,-10593297428,250080428512,84.9
"Romania",ROU,2020,103734778511,92658765316,-11076013195,250624575872,78.4
"Romania",ROU,2021,132207504086,116008484761,-16199019325,285072444957,87.1
"Romania",ROU,2022,148948128399,128501972912,-20446155487,295317862856,93.9
"Romania",ROU,2023,153468159063,136476225871,-16991933192,347757995759,83.4
"Romania",ROU,2024,159192458246,136204440675,-22988017571,382564217989,77.2
"Romania",ROU,2025,174602572419,152113432502,-22489139917,428677977855,76.2
"Russia",RUS,2019,352088733269,481410680627,129321947358,1693115002708,49.2
"Russia",RUS,2020,305255226177,381065599584,75810373407,1493075894362,46
"Russia",RUS,2021,376515695621,548800273711,172284578090,1829186719575,50.6
"Russia",RUS,2022,345173687962,635241831701,290068143739,2292495097681,42.8
"Russia",RUS,2023,379986343206,465937815839,85951472633,2046284838151,41.3
"Russia",RUS,2024,383987377510,477881194057,93893816547,2186462268813,39.4
"Russia",RUS,2025,397181687664,466237273304,69055585640,2561310169359,33.7
"Rwanda",RWA,2019,2825715263,2317442503,-508272760,10519272170,48.9
"Rwanda",RWA,2020,2693399206,1957774332,-735624874,10487146253,44.4
"Rwanda",RWA,2021,4559111031,2170210080,-2388900951,11252894910,59.8
"Rwanda",RWA,2022,5383473950,2996830051,-2386643899,13747404814,61
"Rwanda",RWA,2023,6395220829,3509230572,-2885990257,14806501437,66.9
"Rwanda",RWA,2024,6537889091,4294750318,-2243138773,15111064182,71.7
"Rwanda",RWA,2025,5749666892,3528969299,-2220697593,16372132990,56.7
"Saint Kitts and Nevis",KNA,2019,0,0,0,1107855556,0
"Saint Kitts and Nevis",KNA,2020,0,0,0,883922222,0
"Saint Kitts and Nevis",KNA,2021,0,0,0,858622222,0
"Saint Kitts and Nevis",KNA,2022,0,0,0,981429630,0
"Saint Kitts and Nevis",KNA,2023,0,0,0,1055651852,0
"Saint Kitts and Nevis",KNA,2024,0,0,0,1122388889,0
"Saint Kitts and Nevis",KNA,2025,0,0,0,1183514815,0
"Saint Lucia",LCA,2019,0,0,0,2090074074,0
"Saint Lucia",LCA,2020,0,0,0,1521740741,0
"Saint Lucia",LCA,2021,0,0,0,1871111111,0
"Saint Lucia",LCA,2022,0,0,0,2319888889,0
"Saint Lucia",LCA,2023,0,0,0,2441259259,0
"Saint Lucia",LCA,2024,0,0,0,2605148148,0
"Saint Lucia",LCA,2025,0,0,0,2656444444,0
"Saint Vincent",VCT,2019,0,0,0,910481481,0
"Saint Vincent",VCT,2020,0,0,0,864566667,0
"Saint Vincent",VCT,2021,0,0,0,888677778,0
"Saint Vincent",VCT,2022,0,0,0,989188889,0
"Saint Vincent",VCT,2023,0,0,0,1072237037,0
"Saint Vincent",VCT,2024,0,0,0,1157207407,0
"Saint Vincent",VCT,2025,0,0,0,1255222222,0
"Samoa",WSM,2019,440934529,319836951,-121097578,912950466,83.3
"Samoa",WSM,2020,419570512,253683216,-165887296,868884903,77.5
"Samoa",WSM,2021,415237399,98618301,-316619098,859724936,59.8
"Samoa",WSM,2022,439102039,102172246,-336929793,889554712,60.8
"Samoa",WSM,2023,570854254,273855941,-296998313,1044909500,80.8
"Samoa",WSM,2024,574545150,360459844,-214085306,1175749786,79.5
"Samoa",WSM,2025,553949848,355715052,-198234796,1287936622,70.6
"San Marino",SMR,2019,2315535293,2650575319,335040026,1616231696,307.3
"San Marino",SMR,2020,2169156167,2540725125,371568958,1544713785,304.9
"San Marino",SMR,2021,2934417621,3419759247,485341626,1855395712,342.5
"San Marino",SMR,2022,3169277295,3616004116,446726821,1831701023,370.4
"San Marino",SMR,2023,3142036447,3770526323,628489876,2027243194,341
"San Marino",SMR,2024,0,0,0,0,0
"San Marino",SMR,2025,0,0,0,0,0
"Sao Tome and Principe",STP,2019,210019963,69047795,-140972168,412976083,67.6
"Sao Tome and Principe",STP,2020,179321475,49997679,-129323796,471229485,48.7
"Sao Tome and Principe",STP,2021,224643923,79196681,-145447242,524402456,57.9
"Sao Tome and Principe",STP,2022,245093474,106389641,-138703833,540809499,65
"Sao Tome and Principe",STP,2023,225991875,98347302,-127644573,690456807,47
"Sao Tome and Principe",STP,2024,236910675,128387058,-108523617,824992558,44.3
"Sao Tome and Principe",STP,2025,326819594,130155394,-196664200,981293587,46.6
"Saudi Arabia",SAU,2019,218974666667,285860000000,66885333333,888890133333,56.8
"Saudi Arabia",SAU,2020,182183733333,182847733333,664000000,767951200000,47.5
"Saudi Arabia",SAU,2021,213515200000,286501333333,72986133333,982661066667,50.9
"Saudi Arabia",SAU,2022,258212800000,445881333333,187668533333,1239075200000,56.8
"Saudi Arabia",SAU,2023,305152000000,374787466667,69635466667,1218584800000,55.8
"Saudi Arabia",SAU,2024,338830400000,368566933333,29736533333,1254140800000,56.4
"Saudi Arabia",SAU,2025,359757600000,379825066667,20067466667,1276942933333,57.9
"Senegal",SEN,2019,9186797791,5847051726,-3339746065,23403995992,64.2
"Senegal",SEN,2020,9651853853,5077951817,-4573902036,24530513038,60
"Senegal",SEN,2021,12311805835,6781011709,-5530794126,27520784130,69.4
"Senegal",SEN,2022,14641332039,7417917497,-7223414542,27783332223,79.4
"Senegal",SEN,2023,14883981467,7092836397,-7791145070,30696331296,71.6
"Senegal",SEN,2024,13754025059,8197606373,-5556418686,32169996052,68.2
"Senegal",SEN,2025,14277431783,12022634774,-2254797009,37006536238,71.1
"Serbia",SRB,2019,31573497914,26372690325,-5200807589,53864693665,107.6
"Serbia",SRB,2020,30294542171,25760764788,-4533777383,55874017669,100.3
"Serbia",SRB,2021,39697186028,34628348308,-5068837720,66159884073,112.3
"Serbia",SRB,2022,47552026634,40579106357,-6972920277,66809895701,131.9
"Serbia",SRB,2023,48332534030,44799890209,-3532643821,81343999280,114.5
"Serbia",SRB,2024,52378512805,48272740041,-4105772764,90088366320,111.7
"Serbia",SRB,2025,58583048490,54287734484,-4295314006,99953324473,112.9
"Seychelles",SYC,2019,1701471826,1538983436,-162488390,1868690097,173.4
"Seychelles",SYC,2020,1201944067,920042422,-281901645,1382551752,153.5
"Seychelles",SYC,2021,1539328140,1193663263,-345664877,1487173795,183.8
"Seychelles",SYC,2022,2012397151,1818966306,-193430845,1999888599,191.6
"Seychelles",SYC,2023,2135412838,1856806848,-278605990,2171547935,183.8
"Seychelles",SYC,2024,2123754831,1795765733,-327989098,2228608684,175.9
"Seychelles",SYC,2025,2212019784,1900518395,-311501389,2387022853,172.3
"Sierra Leone",SLE,2019,1817978349,632404799,-1185573550,6523577590,37.6
"Sierra Leone",SLE,2020,1385993375,661505014,-724488361,6688307706,30.6
"Sierra Leone",SLE,2021,1906108258,1114288670,-791819588,7166931483,42.1
"Sierra Leone",SLE,2022,2013408072,1194958865,-818449207,7121125277,45.1
"Sierra Leone",SLE,2023,2202122026,1344997467,-857124559,6415852766,55.3
"Sierra Leone",SLE,2024,1622864248,1203610315,-419253933,6971127234,40.5
"Sierra Leone",SLE,2025,2105266493,1559342046,-545924447,7464157904,49.1
"Singapore",SGP,2019,555635930735,666302583718,110666652983,376827390962,324.3
"Singapore",SGP,2020,526490604765,636352158592,109861553827,351226533656,331.1
"Singapore",SGP,2021,641260365781,799113423839,157853058058,441110903525,326.5
"Singapore",SGP,2022,746881154042,951421989501,204540835459,514252535239,330.2
"Singapore",SGP,2023,732376279727,922325317795,189949038068,511181761244,323.7
"Singapore",SGP,2024,794257214124,1000563674150,206306460026,572877260178,313.3
"Singapore",SGP,2025,860239550270,1073990898314,213751348044,603869516999,320.3
"Slovakia",SVK,2019,97247442001,97210994150,-36447851,105843498304,183.7
"Slovakia",SVK,2020,89672126063,90816799596,1144673533,107732602896,167.5
"Slovakia",SVK,2021,109927511883,109378268572,-549243311,120511265913,182
"Slovakia",SVK,2022,121569681272,114713195240,-6856486032,115792972358,204.1
"Slovakia",SVK,2023,120083503114,122215736735,2132233621,133578518424,181.4
"Slovakia",SVK,2024,120821798958,120475379841,-346419117,140934076532,171.2
"Slovakia",SVK,2025,131733585559,131496787423,-236798136,154530066507,170.3
"Slovenia",SVN,2019,40802920386,45476824978,4673904592,53909922736,160
"Slovenia",SVN,2020,36983471636,41785212679,4801741043,53384760135,147.5
"Slovenia",SVN,2021,48056473878,51509624960,3453151082,61540813362,161.8
"Slovenia",SVN,2022,55305344696,56494607282,1189262586,59899117741,186.6
"Slovenia",SVN,2023,53133605229,57785396949,4651791720,69255264238,160.2
"Slovenia",SVN,2024,54539677618,59047049757,4507372139,72972015197,155.7
"Slovenia",SVN,2025,58362937490,62634926879,4271989389,79648204979,151.9
"Solomon Islands",SLB,2019,752930329,590941419,-161988910,1619150564,83
"Solomon Islands",SLB,2020,495896249,429176032,-66720217,1536143428,60.2
"Solomon Islands",SLB,2021,636797050,413817855,-222979195,1558312104,67.4
"Solomon Islands",SLB,2022,684987596,412603523,-272384073,1466670930,74.8
"Solomon Islands",SLB,2023,977101704,546110325,-430991379,1506124566,101.1
"Solomon Islands",SLB,2024,1121200955,642590820,-478610135,1583964704,111.4
"Solomon Islands",SLB,2025,0,0,0,1749572443,0
"Somalia",SOM,2019,4954000000,1131000000,-3823000000,8656000000,70.3
"Somalia",SOM,2020,5353000000,1178000000,-4175000000,8628000000,75.7
"Somalia",SOM,2021,5969000000,1532000000,-4437000000,9483000000,79.1
"Somalia",SOM,2022,7456000000,1804000000,-5652000000,10203000000,90.8
"Somalia",SOM,2023,8896000000,2404000000,-6492000000,10958000000,103.1
"Somalia",SOM,2024,11861000000,3735000000,-8126000000,11967000000,130.3
"Somalia",SOM,2025,12841200001,3800900000,-9040300001,12995200000,128.1
"South Africa",ZAF,2019,103935027605,105906059179,1971031574,389330032224,53.9
"South Africa",ZAF,2020,78355182004,93199600859,14844418855,337974655408,50.8
"South Africa",ZAF,2021,104883607898,131000485997,26116878099,419986284375,56.2
"South Africa",ZAF,2022,128016518313,136705431597,8688913284,407596043068,64.9
"South Africa",ZAF,2023,123686210464,126843584296,3157373832,381440724491,65.7
"South Africa",ZAF,2024,119761291334,127531645077,7770353743,401144998374,61.6
"South Africa",ZAF,2025,126023231105,134179428668,8156197563,427184325997,60.9
"South Sudan",SSD,2019,0,0,0,0,0
"South Sudan",SSD,2020,0,0,0,0,0
"South Sudan",SSD,2021,0,0,0,0,0
"South Sudan",SSD,2022,0,0,0,0,0
"South Sudan",SSD,2023,0,0,0,0,0
"South Sudan",SSD,2024,0,0,0,0,0
"South Sudan",SSD,2025,0,0,0,0,0
"Spain",ESP,2019,444777298016,486670273122,41892975106,1403496387686,66.4
"Spain",ESP,2020,373587218923,393139331916,19552112993,1289783836971,59.4
"Spain",ESP,2021,478813490690,493273673721,14460183031,1461244901853,66.5
"Spain",ESP,2022,562067869749,574783432054,12715562305,1448850658407,78.5
"Spain",ESP,2023,550315993016,612433794394,62117801378,1619481980720,71.8
"Spain",ESP,2024,567649024934,639462804274,71813779340,1725671652742,70
"Spain",ESP,2025,625571094599,698476476631,72905382032,1906453309986,69.5
"Sri Lanka",LKA,2019,24565416614,19422660165,-5142756449,88998706178,49.4
"Sri Lanka",LKA,2020,18243032009,13036289408,-5206742601,84335574372,37.1
"Sri Lanka",LKA,2021,21525852974,14985052393,-6540800581,88556699052,41.2
"Sri Lanka",LKA,2022,18626984768,15984910773,-2642073995,74143020304,46.7
"Sri Lanka",LKA,2023,19126705821,17320146765,-1806559056,84080307356,43.3
"Sri Lanka",LKA,2024,22277780954,19680136442,-2597644512,99616111266,42.1
"Sri Lanka",LKA,2025,24857449190,20641294806,-4216154384,108825231671,41.8
"Sudan",SDN,2019,5713051071,2733532469,-2979518602,32338079165,26.1
"Sudan",SDN,2020,1305725563,1385607465,79881902,27034593750,10
"Sudan",SDN,2021,642720122,770119708,127399586,34229513775,4.1
"Sudan",SDN,2022,582633199,811770225,229137026,51666875363,2.7
"Sudan",SDN,2023,544859101,442116378,-102742723,39898289821,2.5
"Sudan",SDN,2024,633066206,358103584,-274962622,49672435513,2
"Sudan",SDN,2025,769412869,663619144,-105793725,60162634574,2.4
"Suriname",SUR,2019,0,0,0,4016040575,0
