country_iso3,country_name,year,indicator_code,indicator_name,value
USA,"United States",2019,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.18022472683816
USA,"United States",2018,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",5.95676257518906
USA,"United States",2017,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.08834023504952
USA,"United States",2016,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.1193049372905
USA,"United States",2015,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",5.83172132728094
VNM,"Viet Nam",2023,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.79902680198845
VNM,"Viet Nam",2022,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.50025282921525
VNM,"Viet Nam",2021,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.32561178499203
VNM,"Viet Nam",2020,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.76048234226552
VNM,"Viet Nam",2019,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.53345590140778
VNM,"Viet Nam",2018,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.92785051617717
VNM,"Viet Nam",2017,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.01962000384069
VNM,"Viet Nam",2016,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.73754482079233
VNM,"Viet Nam",2015,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.41699152531486
ZAF,"South Africa",2024,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.1738390562282
ZAF,"South Africa",2023,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.32333801823275
ZAF,"South Africa",2022,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.3766274385877
ZAF,"South Africa",2021,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.20423265995072
ZAF,"South Africa",2020,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.4019012309167
ZAF,"South Africa",2019,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.23422341886668
ZAF,"South Africa",2018,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.07452786511397
ZAF,"South Africa",2017,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",7.87838407329725
ZAF,"South Africa",2016,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",8.35925884365795
ZAF,"South Africa",2015,TM.VAL.FOOD.ZS.UN,"Food imports (% of merchandise imports)",6.97820259788148
AUS,"Australia",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.3321467362803
AUS,"Australia",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.7934222298022
AUS,"Australia",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.2876933574368
AUS,"Australia",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.2677770093236
AUS,"Australia",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.1813026764699
AUS,"Australia",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.5737504568742
AUS,"Australia",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.312364622072
AUS,"Australia",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.3824539712317
AUS,"Australia",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.28820929269105
AUS,"Australia",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.843191876506
BRA,"Brazil",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.1951511742727
BRA,"Brazil",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.4477629244906
BRA,"Brazil",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.7848730964223
BRA,"Brazil",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.6008473721902
BRA,"Brazil",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.0774648671464
BRA,"Brazil",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.881883250891
BRA,"Brazil",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.1324917647007
BRA,"Brazil",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.7169891147575
BRA,"Brazil",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.3737577498111
BRA,"Brazil",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.6211641894135
CAN,"Canada",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.50924221153143
CAN,"Canada",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.88940927675925
CAN,"Canada",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.9035303272759
CAN,"Canada",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.19123572839234
CAN,"Canada",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",4.97246587828512
CAN,"Canada",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.32638584051867
CAN,"Canada",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.95390917269528
CAN,"Canada",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.9872194226693
CAN,"Canada",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.3097016907938
CAN,"Canada",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.02123434786925
CHN,"China",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.4222505719016
CHN,"China",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",21.0332541381132
CHN,"China",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.6343617882309
CHN,"China",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.0586526598696
CHN,"China",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.0746971565506
CHN,"China",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.8562823008297
CHN,"China",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.4688169187818
CHN,"China",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.5851037046112
CHN,"China",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.0917339150655
CHN,"China",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.9271912758671
DEU,"Germany",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.99268368320553
DEU,"Germany",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.65233705017107
DEU,"Germany",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.671943221466
DEU,"Germany",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.72065735754442
DEU,"Germany",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.22005932350923
DEU,"Germany",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.4888514972384
DEU,"Germany",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.84880812907979
DEU,"Germany",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.03921132689532
DEU,"Germany",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.16715440298352
DEU,"Germany",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.25867351619041
FRA,"France",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.6680112174847
FRA,"France",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.5629042234337
FRA,"France",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.1483919488581
FRA,"France",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",11.0278088999018
FRA,"France",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.24065896019924
FRA,"France",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.3438415303634
FRA,"France",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",11.2949556021461
FRA,"France",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.81939201488458
FRA,"France",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.39759658369512
FRA,"France",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.671575842349
GBR,"United Kingdom",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.1144068614397
GBR,"United Kingdom",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",11.8440289346224
GBR,"United Kingdom",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.9042090244701
GBR,"United Kingdom",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.2697318433269
GBR,"United Kingdom",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",5.30993604082167
GBR,"United Kingdom",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.19155386700326
GBR,"United Kingdom",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.0872725216388
GBR,"United Kingdom",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.11774178211437
GBR,"United Kingdom",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.28115269131933
GBR,"United Kingdom",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.08502272933232
IDN,"Indonesia",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.3140307897375
IDN,"Indonesia",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.9877850983913
IDN,"Indonesia",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.8732789978409
IDN,"Indonesia",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.6998679392045
IDN,"Indonesia",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",11.149188973912
IDN,"Indonesia",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.7156912647506
IDN,"Indonesia",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.7375057190953
IDN,"Indonesia",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.241743460686
IDN,"Indonesia",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.196669725848
IDN,"Indonesia",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.5540346601814
IND,"India",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",31.5419008927123
IND,"India",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",33.2009829039382
IND,"India",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",37.8444037124818
IND,"India",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",29.8728403228095
IND,"India",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",28.3590915050748
IND,"India",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",31.880343122832
IND,"India",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",33.2499008636957
IND,"India",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",27.722837394409
IND,"India",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",25.0353799489221
IND,"India",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",26.777350937984
ITA,"Italy",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.6587544270668
ITA,"Italy",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.6992246882012
ITA,"Italy",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",21.4015829437529
ITA,"Italy",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.3815862701718
ITA,"Italy",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.44258090204808
ITA,"Italy",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.4165014198912
ITA,"Italy",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.5552690351751
ITA,"Italy",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.0552336697473
ITA,"Italy",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.362712078948
ITA,"Italy",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.8690110501946
JPN,"Japan",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.6849124457109
JPN,"Japan",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",25.894896548225
JPN,"Japan",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",28.3391798468259
JPN,"Japan",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.0353003990571
JPN,"Japan",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.6006557387446
JPN,"Japan",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",21.5816785618091
JPN,"Japan",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",23.3503040035389
JPN,"Japan",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",21.0291135522673
JPN,"Japan",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.268471084979
JPN,"Japan",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.5069277411675
KOR,"Korea, Rep.",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",25.6591897286102
KOR,"Korea, Rep.",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",26.6678710042175
KOR,"Korea, Rep.",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",29.9002241632218
KOR,"Korea, Rep.",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.366824761867
KOR,"Korea, Rep.",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.512524292261
KOR,"Korea, Rep.",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",25.3030607433492
KOR,"Korea, Rep.",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",27.4584823272781
KOR,"Korea, Rep.",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.9801440618897
KOR,"Korea, Rep.",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.1280517743827
KOR,"Korea, Rep.",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",23.6893542054415
MEX,"Mexico",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.19834035429965
MEX,"Mexico",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.97626566894421
MEX,"Mexico",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.1171745389913
MEX,"Mexico",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.3697474797823
MEX,"Mexico",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.48086342779823
MEX,"Mexico",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.82656007691408
MEX,"Mexico",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.82852212186439
MEX,"Mexico",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.2117992844495
MEX,"Mexico",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.19935425514006
MEX,"Mexico",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.33580155276939
MYS,"Malaysia",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.3359568881093
MYS,"Malaysia",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",19.0929537393799
MYS,"Malaysia",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.6794537679149
MYS,"Malaysia",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.5344900250452
MYS,"Malaysia",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",11.8882215120536
MYS,"Malaysia",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.5458579099817
MYS,"Malaysia",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.3823342600901
MYS,"Malaysia",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.7721250663876
MYS,"Malaysia",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",10.3107291933483
MYS,"Malaysia",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.3487871947462
NLD,"Netherlands",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.4476108211872
NLD,"Netherlands",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.8849531991575
NLD,"Netherlands",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",19.1449511966315
NLD,"Netherlands",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.6863020847454
NLD,"Netherlands",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.52663843192216
NLD,"Netherlands",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.2780239557849
NLD,"Netherlands",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.2355738739247
NLD,"Netherlands",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.0452019416251
NLD,"Netherlands",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.6429381293972
NLD,"Netherlands",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.2375977280902
SGP,"Singapore",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",19.0872608524441
SGP,"Singapore",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.6710886667694
SGP,"Singapore",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.1348301072055
SGP,"Singapore",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.5422923064331
SGP,"Singapore",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.9368140922446
SGP,"Singapore",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.9664439201267
SGP,"Singapore",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",23.7169373923929
SGP,"Singapore",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.0850498461686
SGP,"Singapore",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.485981718323
SGP,"Singapore",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.9577337187485
THA,"Thailand",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.9016555305963
THA,"Thailand",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.4207924251689
THA,"Thailand",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",20.1211964486061
THA,"Thailand",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.8163921255511
THA,"Thailand",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.322189967967
THA,"Thailand",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.5582115743442
THA,"Thailand",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",17.1068106280394
THA,"Thailand",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.8184504872407
THA,"Thailand",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",12.553807307087
THA,"Thailand",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.1473279905178
USA,"United States",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.47933820850955
USA,"United States",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.41226616291469
USA,"United States",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.56553567648077
USA,"United States",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.62835925904237
USA,"United States",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",5.40205322460483
USA,"United States",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.17781897202692
USA,"United States",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",9.24830831010608
USA,"United States",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.47860299060236
USA,"United States",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.25649021798253
USA,"United States",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",8.66499174677285
VNM,"Viet Nam",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.87575327181325
VNM,"Viet Nam",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",7.47833668540548
VNM,"Viet Nam",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",4.94519642383979
VNM,"Viet Nam",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",4.93625810516018
VNM,"Viet Nam",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.12713639752046
VNM,"Viet Nam",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",6.32799193461633
VNM,"Viet Nam",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",5.16322751906425
VNM,"Viet Nam",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",4.40457633094147
VNM,"Viet Nam",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",4.7323217637881
ZAF,"South Africa",2024,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",19.4234393329532
ZAF,"South Africa",2023,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",21.0331701787206
ZAF,"South Africa",2022,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",22.8249151743158
ZAF,"South Africa",2021,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.5872059557308
ZAF,"South Africa",2020,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.9601687481702
ZAF,"South Africa",2019,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",16.8908744466706
ZAF,"South Africa",2018,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",18.5563603959241
ZAF,"South Africa",2017,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",14.7325930310396
ZAF,"South Africa",2016,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",13.4909050922564
ZAF,"South Africa",2015,TM.VAL.FUEL.ZS.UN,"Fuel imports (% of merchandise imports)",15.6930175984679
AUS,"Australia",2024,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",75.3196347457048
AUS,"Australia",2023,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.2643289044968
AUS,"Australia",2022,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",73.465045789663
AUS,"Australia",2021,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",77.4811035189482
AUS,"Australia",2020,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",77.4686374545085
AUS,"Australia",2019,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.6992010880294
AUS,"Australia",2018,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.016834398448
AUS,"Australia",2017,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",73.7679522516319
AUS,"Australia",2016,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",77.3414029961542
AUS,"Australia",2015,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",75.8769752521757
BRA,"Brazil",2024,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",77.4304554382736
BRA,"Brazil",2023,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",75.463132297384
BRA,"Brazil",2022,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",73.2017036131109
BRA,"Brazil",2021,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",76.0027846595754
BRA,"Brazil",2020,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",79.2546323511529
BRA,"Brazil",2019,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",76.3313074075326
BRA,"Brazil",2018,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.9460971648721
BRA,"Brazil",2017,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.4958950484185
BRA,"Brazil",2016,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",75.8498413216173
BRA,"Brazil",2015,TM.VAL.MANF.ZS.UN,"Manufactures imports (% of merchandise imports)",74.7980062682687
